KIC,period,class
6594972,10.8191714,sp
6595662,2.6805144,sp
6599919,13.6101053,sp
6603043,110.32428610000001,fl
6603756,5.2042833,sp
6606282,2.1070998,sp
6606653,2.6980237999999996,ev
6606934,37.8069389,sp
6607610,63.518026,fl
6610219,11.3009948,fl
6611330,35.146690299999996,fl
6613627,0.1507996,ot
6614926,3.0267647999999996,sp
6615041,0.3400853,ev
6620003,3.4285506000000003,sp
6628237,3.8401292000000002,sp
6629332,4.310556500000001,sp
6629588,2.2644714,ev
6631721,13.7382835,fl
6633929,0.3589077,ev
6634112,9.942229,sp
6665064,0.6983698,fl
6665223,119.412025,fl
6669809,0.7337378000000001,ev
6670812,1.7418136000000002,ev
6671698,0.47152479999999997,ev
6672229,23.832373899999997,fl
6675060,10.443327900000002,sp
6677225,0.5250272,ev
6678383,103.51235729999999,fl
6689368,1.2701142,ev
6690171,85.0624146,fl
6692340,0.6748494,ev
6693555,10.8749883,ot
6694186,5.5542237000000005,sp
6695510,2.1729668999999996,ev
6695889,1.1065608,sp
6697716,1.443249,sp
6698670,10.815890199999998,sp
6699562,46.2705311,fl
6699679,0.2012033,ev
6706287,2.5353877000000002,sp
6707942,9.0142,sp
6756202,290.78596949999996,sp
6756669,5.8515322,sp?
6757558,421.16,fl
6758917,2.2361019,sp
6762188,7.155502,sp?
6762829,18.7952663,sp?
6766325,0.4399657,ev
6766748,7.0028651,sp
6775034,10.028547300000001,ot
6778050,0.9458280000000001,sp
6778289,30.13015,fl
6781535,9.1220856,sp
6784887,44.7144484,fl
6791604,0.5288055,ev
6794131,1.6133285,ev
6803335,1.1108525,ev
6805146,13.779702100000002,sp
6805779,0.8019212,ev
6806632,9.4691573,ot
6836140,0.487721,ev
6841577,15.537534599999999,sp?
6842345,17.3816119,fl
6843507,0.3431821,ev
6844489,1.0797603,ev
6847018,16.6621665,sp
6849046,4.225385,fl
6850665,214.71605630000002,fl
6852488,2.1720406000000003,ev
6853229,0.4261115,ev
6859813,10.882422300000002,sp
6862603,2.8611663,sp?
6863161,1.9866388,ev
6863229,1.9949205,ev
6863840,3.8527339,sp
6864859,40.8778427,fl
6865626,0.7267678000000001,ev
6866228,7.7023697,sp
6867766,12.9647248,sp
6877673,36.758887200000004,fl
6880727,0.41273649999999995,ev
6881709,6.7411163,ot
6889235,5.18867,ev
6891512,3.5051258,sp
6927629,7.735228299999999,sp
6929869,0.283692,ev
6933781,130.4195627,fl
6934587,1.5709187,sp
6936977,36.4731222,sp
6939670,4.238855200000001,sp
6947164,70.58285079999999,fl
6947666,56.69026410000001,fl
6948480,175.329305,sp?
6948815,1.5415306,ev
6949550,7.8410674,sp
6956014,1.8511821,sp
6956216,4.81883,ev
6960446,10.149,sp?
6960487,34.5259877,fl
6960913,59.88,sp
6962018,1.2698936,sp
6963171,23.3082187,ot
6964043,5.3625822,fl
6964796,0.3999658,ev
6965293,5.0778199,sp
6966265,0.31343530000000003,ev
7009828,10.6424535,sp
7013934,0.6413681,ev
7019489,24.259843,sp?
7021177,18.645328399999997,sp
7023917,0.772842,ev
7023960,30.882537,fl
7024530,66.153,sp
7025540,2.1482069,sp
7025851,4.681,sp
7033748,4.3927102,ev
7035139,0.30974120000000005,ev
7037319,0.5781095,ev
7037405,207.1505238,fl
7037540,14.4059109,fl
7038831,0.6272909000000001,sp?
7039026,9.9439292,ot
7041856,4.0006688,ot
7047299,35.8822441,sp
7049486,26.718425,sp
7050060,22.044,ot
7051984,0.6781334,sp
7060333,2.5272477,ev
7091476,0.8077356,ev
7097571,2.2139641,ev
7105574,20.7260663,sp
7107567,0.8125981,sp?
7108433,1.519188,ev
7115291,52.802775600000004,fl
7117003,428.3,fl
7117153,0.35952890000000004,ev
7117541,1.5856743,sp?
7118545,14.7972189,sp?
7118621,0.37055279999999996,ev
7118656,0.3213551,ev
7119757,0.7429222,ev
7119876,0.3663645,ev
7121885,33.9375425,sp?
7122259,20.882168,fl
7125636,6.4906615,sp
7128918,7.1187987999999995,sp
7129465,5.491822099999999,sp
7130044,0.297665,ev
7132542,66.3609874,fl
7133286,38.5106807,sp
7136958,29.015853200000002,fl
7137798,2.2535374,ev
7173910,0.4022438,ev
7174349,2.9741400000000002,sp
7174617,1.6083773000000001,sp
7176440,0.3582708,ev
7177553,17.9964667,sp
7177892,1.3862493999999999,ev
7186665,8.559396000000001,fl
7198474,0.24230460000000004,ev
7199183,0.324092,ev
7199353,0.28198670000000003,ev
7199774,4.7081278,sp
7200102,14.6657571,sp
7203179,2.2457388,ev
7204041,0.3316792,ev
7212066,3.8404858,sp
7212722,2.3161718,sp
7217866,0.4071573,ev
7219906,35.08981,fl
7220320,0.7521576,sp?
7255336,2.4064022,sp
7257373,10.4669018,sp
7258889,0.9039046000000001,ev
7259722,9.6332256,ot
7259917,0.38467890000000005,ev
7269493,1.9078056,sp
7269797,0.28179240000000005,ev
7269843,0.2682156,ev
7270230,6.998090400000001,sp
7272739,0.2811646,ev
7273033,0.30503309999999995,ev
7280704,0.32435040000000004,ev
7282128,0.3470502,ev
7284688,0.6460431999999999,sp?
7287391,4.2860997,sp
7293054,671.8,fl
7295570,3.60377,sp
7296094,0.8907493000000001,fl
7304911,0.6255508000000001,ev
7335517,0.2745039,ev
7336754,12.1552451,sp
7339123,0.3471032,ev
7339345,0.2596643,ev
7348206,0.4012047,ev
7350038,13.8299417,ot
7353970,198.44349580000002,fl
7357531,502.1244553,fl
7362696,4.931300299999999,fl
7362751,0.33824899999999997,ev
7362852,7.036713900000001,sp
7365447,2.5253879,sp?
7366145,0.8643608,ev
7367833,0.2861988,ev
7368103,2.1825147,ev
7368451,0.3733774,ev
7369523,5.318836900000001,sp
7373255,13.661106099999998,ot
7373555,0.5366747,ev
7374746,2.7338924,sp
7375348,25.3091256,sp?
7375612,0.16007290000000002,ev
7375795,19.3007961,fl
7376500,5.877128,sp
7376983,5.6449249,sp
7377033,3.9136205000000004,sp
7377343,15.9089508,sp?
7377422,107.6228469,sp
7378178,0.6242687,ev
7382250,1.4187322,ev
7383021,0.4660608,ot
7385478,1.6554776999999998,ev?
7387296,2.5795445,ev
7422883,11.4145336,pu?
7431665,281.4,fl
7431703,0.5725258000000001,ev
7432479,0.4084587,ev
7433513,0.7011189999999999,ev
7436177,19.9335233,fl
7440742,0.28399220000000003,ev
7449844,1.1522181999999999,sp
7455553,6.5164972,sp
7456521,276.4300087,fl
7457163,0.7746042,ev
7458285,0.6606276,ev
7466863,11.9711385,fl
7501230,0.8927503000000001,ev
7506164,0.5580129,ev
7506446,0.3525999,ev
7511416,5.5908551,sp?
7512381,0.42392479999999994,ev
7515679,5.5904352,sp
7516345,0.4918701,ev
7518816,0.46658,ev
7523733,3.1211588,ev
7529123,0.3500776,ev
7532973,2.1446322999999996,sp
7533807,0.31684509999999994,ev
7541502,44.8273231,sp?
7542091,0.3904993,ev
7546429,0.3521208,ev
7546791,0.24236149999999998,ev
7549265,1.9624314999999999,ev
7552344,2.0014811999999997,ot
7584739,0.9115578000000001,ev
7584826,0.622309,ev
7590728,0.4767224,ev
7591456,5.8357507,ot
7593110,3.5493836,sp
7597095,0.3012058,ev
7597703,9.217803300000002,sp
7598128,44.2581726,sp
7599004,4.8228925,fl
7601633,15.6638729,sp
7601767,0.4867339,ev
7605600,3.3261926,sp
7610340,1.5176953000000002,ev
7610486,0.45767929999999996,ev
7620664,0.6837179,ev
7620844,58.6215704,sp?
7622059,10.403261599999999,ot
7624297,18.019652,sp?
7627059,0.3236502,ev
7630658,2.1511347,ev?
7630690,0.8865632999999999,ev
7657914,0.47454620000000003,ev
7660607,2.7634013,ev
7668648,27.8185899,fl
7670485,8.467706399999999,sp
7670617,24.7038442,sp?
7671594,1.4103475,sp?
7672068,16.8361771,ot
7672940,1064.27,sp?
7674050,472.222,fl
7676610,1.2256753999999999,ev
7677005,38.058139000000004,sp?
7678434,10.3716917,sp
7680593,0.2763915,ev
7681230,0.962591,fl
7684873,2.9473627000000002,sp
7685689,0.32515959999999994,ev
7686918,2.5188342,ev
7690843,0.7862604999999999,ev
7691527,4.8002308,sp
7691553,0.3483078,ev
7695093,4.032768,sp
7696778,0.3312357,ev
7697065,0.2727656,ev
7698650,0.5991550999999999,ev
7700181,0.36369850000000004,ev
7700578,1.507106,ev
7707742,0.7583544,ev
7708193,7.94245,sp
7709086,0.40947459999999997,ev
7732791,2.0641347,sp
7733540,0.7725820999999999,sp
7733731,4.858095,sp?
7740302,1.1535089,ev
7740566,0.2970627,ev
7743464,55.249014,fl
7744173,0.39852790000000005,ev
7748113,1.7346626,ev
7749504,0.5662444000000001,pu
7750740,5.874197799999999,sp
7751562,17.0421586,sp?
7763269,6.4079292,sp
7765894,3.204542,ev
7766185,0.8354573000000001,ev
7767559,4.409408999999999,sp
7767733,25.198301999999998,sp?
7767774,0.17338829999999997,ev?
7768447,122.5,fl
7769072,0.6088629,fl
7770471,1.1578046,ev
7770569,903.59,fl
7773380,0.30757779999999996,ev
7777443,0.8851249,ev
7778437,5.0142324,sp?
7798259,1.7342218999999996,sp
7799540,60.0,ot
7802136,10.9802457,sp
7811211,0.9024056,sp
7812175,17.7939247,fl
7812455,0.9035823000000001,fl
7813039,141.7337805,sp
7816201,0.5749569999999999,ev
7816680,8.5851984,sp
7818448,0.6189517,ev
7821010,24.2382426,sp?
7821450,0.31476190000000004,ev
7830321,2.0273963,sp
7830460,3.3977502,ev
7830637,121.59918049999999,fl
7831363,2.8172580000000003,sp
7833144,2.2477336,ev
7835348,0.6640618,ev
7836330,0.6583898,sp
7837302,23.837136100000002,sp
7837526,28.2972104,sp
7838639,4.2263950999999995,sp
7838906,5.6149488,sp
7839027,0.7206929,ev
7840035,13.5421,sp
7842610,1.9438654,sp
7846730,11.0282266,sp
7847927,70.37626750000001,sp?
7866921,91.499889,fl
7871200,0.2429038,ev
7877062,0.30365149999999996,ev
7877824,9.449425699999999,sp
7878402,0.3743508,ev
7879399,0.39269699999999996,ev
7881722,0.9532893,ev
7884426,0.2967316,ev
7884842,1.3145476999999999,ev
7885570,1.7293366000000001,sp
7886329,0.5674939,sp?
7887124,32.4864272,ot
7889628,0.3423961,ev
7890379,0.34512719999999997,ev
7897952,66.99163929999999,ot
7898576,8.6468983,sp?
7905209,0.4195543,ev
7906882,52.513565,sp?
7907688,4.3448367999999995,ot
7914906,8.752907400000002,ot
7918172,191.80664009999998,fl
7918217,63.929798600000005,sp
7919653,4.2104773,sp
7936219,0.38559829999999995,ev
7938468,7.2269508,ev
7938870,0.5807260999999999,ev
7940533,3.9055972000000003,sp
7941050,0.29798109999999994,ev
7941635,0.7627242,sp?
7943535,4.719339,sp
7943602,14.6920163,sp
7947631,2.5165557,sp
7950775,8.966611300000002,sp
7950962,0.8269565999999999,ev
7950964,0.8269565999999999,ev
7953796,0.3175482,ev
7955301,15.3244193,fl
7959612,0.24321379999999998,ev
7960547,6.7673409,sp
7967100,1.9272951,sp
7968880,1.7739189999999998,ev
7970629,2.0510691000000003,ev
7970760,7.649413000000001,sp
7971389,26.3496135,sp
7972785,7.3007334,sp?
7973882,0.3466342,ev
7973970,9.479933,ot
7975727,22.418315,fl
7975824,0.40375029999999995,ev
7976783,1.2088516000000002,ev
7977261,0.9258122,ev
7985167,1.384478,sp
7987749,17.030854,sp
8004839,0.3437639,ev
8005892,958.0,sp
8008128,14.8544154,sp
8009500,38.4766387,sp?
8013439,8.2562148,sp?
8016211,3.1748862,fl
8016214,3.1749714,sp
8019043,1.9855863999999999,sp
8022489,197.511121,fl
8023317,16.579002300000003,sp
8027591,24.274432100000002,sp
8028158,0.2710391,ev
8029708,0.3135574,ev
8039225,1.7941273000000002,ev
8043714,6.814989,sp
8043961,1.5592121,ev
8044608,106.1759375,fl
8045121,0.26317740000000006,ev
8052474,245.44,fl
8053107,0.3888709,ev
8054233,1058.0,fl
8059303,0.3734259,ev
8074045,0.5363932,ev
8074805,170.874379,fl
8075618,17.561207100000004,sp
8081389,1.4894405000000002,ev
8081482,2.8194565,sp
8087799,0.9262976,ev
8088354,2.8978298,sp
8094140,0.7064291,sp
8095099,4.2064786,sp
8095275,23.0073495,ot
8097553,0.39123579999999997,ev
8097825,2.9368522999999995,sp
8097902,0.3315636,ev
8098300,4.3059177,sp
8098728,24.485,sp?
8099615,1.9007171999999999,ev
8104030,46.839940000000006,fl
8106973,439.10837779999997,fl
8108437,351.29,fl
8108785,0.22882689999999997,ev
8111381,2.2337949,sp?
8111387,1.2735971000000001,ev
8111622,15.4460592,sp
8112013,1.7905182000000002,ev
8112039,41.808235100000005,ot
8112324,0.5759253000000001,sp
8113154,2.5868778999999997,pu?
8122124,0.2492776,ev
8123430,11.169989999999999,ot
8127648,2.0469445,sp
8128067,12.429647000000001,sp
8128965,7.140377900000001,sp
8129189,53.64708149999999,fl
8143170,28.785943,sp?
8143757,0.35652280000000003,ev
8144355,80.51410390000001,ot
8145477,0.5657843000000001,ev
8145789,1.6706294999999998,sp
8151107,18.0013083,ot
8153568,3.6071431000000005,pu
8155368,0.7186437,ev?
8155584,26.017915,sp
8164262,87.45716999999999,ev
8166095,0.799127,ev
8167978,22.0527157,fl
8176653,2.8666777000000003,sp
8177798,2.9004122000000003,ev
8177958,1.2352564,ev
8179747,17.9462768,sp
8180020,5.8031255999999996,sp
8182360,0.6951457,ev
8183389,32.440340500000005,sp
8183540,0.6842068,ev
8183850,0.3983589,ev
8189196,2.304138,ev
8190491,0.7778768,ev
8190613,0.3325852,ev
8192840,0.4335491,ev
8193315,2.6238741,sp
8195877,1.5102001,sp
8196180,3.6716611000000006,sp
8197368,9.0878567,ot
8197406,2.5130061,sp
8197761,19.73845,pu
8210370,153.7,fl
8210721,22.6728162,sp?
8211605,20.979525,fl
8211618,0.33744359999999995,ev
8211824,0.8411261999999999,sp
8218274,1.1873525,ev
8219268,6.2467298,fl
8222813,8.704212199999999,fl
8222945,0.4511233,ev
8223328,35.5162792,sp
8223655,280.1577805,sp?
8229048,5.4789525,sp
8230809,4.0783467,sp
8230815,0.34521890000000005,ev
8231231,0.7116099,ev
8231877,2.6155284,sp
8234477,4.0286719,ev
8240109,2.3011884,ev
8240861,0.8984996999999999,ev
8241079,10.919117300000002,sp
8241252,0.3540438,ev
8242350,6.993555499999999,ot
8242493,0.28328559999999997,ev
8242681,4.0206290000000005,sp
8243263,3.5185527000000003,ev
8244173,2.1841322999999995,sp
8245326,0.33076740000000004,ev
8246781,185.023,fl
8248812,0.685366,ev
8257407,89.69815770000001,ot
8257903,0.515065,ev
8262223,1.6130147,ev
8263746,10.993836199999999,sp
8263752,10.9938022,fl
8263940,0.5154949000000001,ev
8264097,2.89747,sp
8264510,5.686759400000001,ot
8264534,1.415798,ev
8265951,0.7799575,ev
8279765,2.7577936000000003,sp
8280135,0.286885,ev
8285254,7.5358960999999995,sp
8285349,0.6671103,ev
8285970,0.5624879,ot
8288404,519.798906,sp?
8288719,1.5100966999999998,sp
8288741,0.21976639999999997,ot
8294484,1.0127395000000001,sp
8296467,10.303355499999999,sp
8298344,0.30287509999999995,ev
8299947,5.3656,sp
8301013,4.4280594,sp
8302455,4.8839763,sp
8308347,164.9498633,fl
8309175,0.2995914,ev
8311255,0.5791159,ev
8312222,12.823275599999999,sp
8314801,37.1832779,fl
8314879,0.8777596,ev
8316503,5.0653296999999995,sp
8322564,22.2588457,ot
8323764,6.714245,sp
8328376,4.345967099999999,ot
8330092,0.3217236,ev
8330575,1.9141583999999998,ev
8332986,302.39,fl
8345358,9.3806332,sp
8356054,17.0812314,sp
8358008,10.0646892,fl
8360184,0.484545,ev
8364119,7.735910400000001,sp
8364969,22.5719568,sp
8365739,2.3892922000000003,sp
8367007,0.251616,ev
8374499,5.2519183,sp
8374580,176.2427863,fl
8378656,3.6294400999999996,ev
8378922,43.2633058,sp?
8379547,6.0420394,sp
8380743,2.0377195,ev
8381592,5.7841801,sp
8382182,1.2587141000000002,ev
8386048,0.8174223,ev
8386198,2.5811087,ev
8386865,1.2580412,ev
8386982,72.2595896,ot
8394040,0.30212649999999996,ev
8397460,1.4189566,ev
8397675,0.5532589,fl
8409588,1.360837,sp
8410637,408.32,fl
8411947,1.7976748,sp
8414159,11.9311328,sp
8414914,100.3025,fl
8415863,27.533799300000002,sp?
8428136,0.4681444,ev
8429415,1.3525753999999999,fl
8429450,2.7051426,sp?
8429817,6.2634947,sp
8430105,63.327105599999996,sp?
8430210,1.9754592,ev
8431389,0.3510926,ev
8432040,5.327758,ev
8432859,0.3511705,ev
8435232,49.56828170000001,sp
8435247,0.6961295999999999,ev?
8443179,574.7295757,fl
8444552,1.1780996000000001,sp
8445775,26.508270899999996,sp?
8452840,1.2011596000000002,ev
8453191,11.553530699999998,fl
8453324,2.5245437,fl
8454250,5.0828695,fl
8455359,2.9636782999999998,ev
8456774,2.8863397999999996,ot
8456998,7.531511500000001,ot
8458207,3.5301622000000004,sp
8459354,53.557318099999996,ot
8460600,6.352087200000001,sp
8474892,199.44,fl
8479107,0.7675765999999999,sp?
8479386,11.720755699999998,sp
8480642,31.591221700000002,fl
8481574,0.32686479999999996,ev
8488876,5.801881099999999,ev?
8491745,111.31992849999999,fl
8494410,208.8676888,fl
8495415,2.2372185,fl
8496820,0.4369669,ev
8504570,4.0077046,ot
8506766,48.9374112,sp?
8507073,209.0630007,fl
8508485,12.595795599999999,ot
8509346,6.0990331,ev?
8509781,70.3358806,sp
8523194,0.8785326999999999,ev
8539720,0.7444991,ev
8539850,0.6421045,ev
8543278,7.549299900000001,sp
8545456,0.3152045,ev
8548416,1.1636482,ev
8552540,1.0619343,sp?
8552719,88.4074658,sp
8553788,1.6061632,ev
8553907,42.0322129,fl
8554005,0.6083407,ev
8554498,4.780321099999999,fl
8555573,0.32636190000000004,ev
8555795,0.2345234,ot
8559589,223.11304790000003,fl
8559863,22.4704963,sp
8560285,85.340879,fl
8560840,31.9738413,fl
8560861,31.9732325,pu
8561192,2.7425932,ot
8563964,0.33843629999999997,ev
8564672,0.43479120000000004,ev
8565912,1.0121736,ev
8569819,20.8499218,ot
8572936,27.795807899999996,sp?
8574270,15.1201897,fl
8579707,0.7885922,ev
8579812,0.6610619000000001,ev
8580438,6.4960325,sp
8581658,3.4816575,sp
8587078,0.5841474,ev
8587792,0.3681687,ev
8589754,8.9393811,fl
8590527,0.7397699999999999,sp
8590780,8.653893,sp
8604993,6.5704209,sp
8605074,37.6016224,fl
8608310,0.9503824000000001,ev
8608490,1.08281,sp
8610483,48.7993681,fl
8616873,0.5760788,fl
8618226,5.8820362,sp
8620561,0.7820467,sp?
8621026,4.059428700000001,sp
8621353,11.3443514,sp?
8624520,10.2405936,fl
8624778,0.2762617,ev
8625469,0.3022458,ev
8625821,45.3961434,fl
8626039,0.2828906,ev
8631160,161.9650151,fl
8647309,1.0220371,ev
8652599,1.3609931999999998,ev
8654097,3.0415902999999997,ev
8668810,313.1,fl
8669092,1.0008312,sp?
8677949,0.2849507,ev
8678664,15.420400199999998,sp
8682849,0.3525548,ev
8685306,0.8080821,ev
8686150,51.425889700000006,fl
8687088,0.9050306999999999,ot
8688110,374.546,sp?
8690001,19.3592717,sp?
8690104,0.40877440000000004,ev
8694926,0.3714863,ev
8695779,10.2389391,sp?
8696274,0.39148649999999996,ev
8696327,0.8792289000000001,ev
8696442,12.360552900000002,ot
8700506,43.7977954,sp?
8700558,4.7918145999999995,fl
8701327,8.508841199999999,sp?
8702921,19.3843829,ev?
8703129,253.3623268,sp?
8703528,0.39987480000000003,ev
8703887,14.170979999999998,ot
8707639,7.785195699999999,ot
8711548,18.778160999999997,fl
8715667,0.4057079,ev
8719324,10.2326979,ot
8719419,12.625336099999998,ot
8719897,3.1514245,sp
8733497,76.8198978,sp
8736072,0.4776316,ev
8736245,5.0694815,sp
8738115,37.5942656,fl
8739802,0.27451290000000006,ev
8742270,397.3954974,fl
8746310,6.855624400000001,sp
8758161,0.9982175999999999,ev
8758716,0.10720489999999999,ev
8760135,184.65355280000003,fl
8773948,33.4695244,fl
8780968,5.2344872,ev?
8784288,3.655118,sp
8800998,0.8828148000000001,ev
8801343,2.7398738999999996,ev
8803882,89.6302162,fl
8804824,0.45740379999999997,ev
8816790,0.2458562,ev
8822555,0.8528415000000001,ev
8823397,1.5065038,ev
8823666,0.4324514,ev
8823868,23.8761357,sp?
8838070,43.3627245,fl
8841616,1.6795854,ev
8842170,0.34939169999999997,ev
8845026,66.467539,sp
8845221,5.4034624,ev
8846978,1.3790604,ev?
8848104,0.8248518,sp
8848271,9.991665,sp
8848288,5.5664753,fl
8868364,421.4283435,fl
8868649,4.447441,fl
8868650,4.4473818,ev
8868907,157.32449409999998,fl
8869680,7.033950999999999,fl
8872737,0.45909880000000003,ev
8878681,2.4963331,ev
8878719,0.3646346,ev
8879427,16.313284900000003,sp
8879915,3.442627,sp
8891278,12.7187094,sp
8892720,61.4911433,fl
8892722,1.7943779999999998,ev
8892910,10.810134,sp?
8893936,4.244480599999999,ev
8894630,1.0840007999999999,ev
8904448,0.8659826999999999,ev
8906039,2.3474789,ev
8906676,8.209513900000001,sp
8908102,5.4145819,ot
8912308,20.174443,ot
8912468,0.094838,ev
8912911,3.4635602999999997,ev
8913061,1.0199706,ev
8934111,0.3645183,ev
8935352,10.9088,sp
8937019,5.6636524,sp
8938628,6.862215700000001,sp
8939650,3.6553207999999997,sp
8940961,3.1666696,sp
8948424,5.8888397,sp?
8949316,0.6043566,sp?
8953059,5.4999401,sp
8953257,3.2217848,sp
8953296,0.7842945,ev
8953426,5.3317509,sp
8956957,0.3243816,ev
8957887,0.3473549,ev
8957954,4.3598503,sp
8958670,2.4253165,ev
8971432,0.6243873000000001,sp
8972908,4.200125099999999,sp?
8973000,28.027872499999997,sp
8977179,3.1962424,sp?
8977390,0.6532608,ev
8982501,0.41449140000000007,ev
8982514,0.41449129999999995,ev
8984706,10.1354004,sp
9001468,17.3299655,sp
9002076,0.481405,ev
9002237,4.3500882,sp
9004380,0.25033249999999996,ev
9005043,0.320238,ev
9005854,3.7804542000000003,sp
9007918,1.3872069,ev
9016295,19.974483,fl
9016693,26.3680271,ot
9020289,0.38402790000000003,ev
9020426,0.9133929000000001,sp
9021397,0.4262114000000001,ev
9024857,35.0265936,sp
9025914,11.320321400000001,sp
9026766,0.2721278,ev
9027841,0.5040004,sp?
9028024,3.8578626000000003,ev
9028474,124.93657920000001,fl
9029486,6.2771614,sp
9030447,0.5666978,sp?
9030509,0.40178459999999994,ev
9030817,2.0262233,ev
9032671,0.24960789999999997,ev
9032900,67.52422259999999,sp
9048145,8.667826,ev
9051716,1.3908162,ev
9051723,0.4034483,ev
9053086,1.2748413,ev
9071104,0.3852134,ev
9071373,0.42176899999999995,ev
9071386,4.693306099999999,sp
9075704,0.5131523,ev
9077796,0.2380804,ev
9083523,0.9184208,ev
9084778,0.5922444,sp?
9085955,0.3592478,ev
9087918,0.44560690000000003,ev
9091810,0.4797214,ev
9092303,2.5771644,ev
9094335,0.3407591,ev
9097120,23.8996529,fl
9097798,0.33406540000000007,ev
9098590,2.2435709999999998,sp
9098810,8.258182000000001,sp
9101279,1.8114606,ev
9101400,1.6580371999999999,ev
9108058,2.1749313,ev
9108579,1.1696282,ev
9110213,0.3370543,ev
9110346,1.7905531000000003,sp
9117416,20.0346008,sp?
9119405,18.646323300000002,fl
9119652,2.216238,sp
9137992,1.4700455,sp
9140402,2.4941656,fl
9142964,0.5892528,ev
9143254,2.2750493,sp
9145707,0.32077059999999996,ev
9145846,0.2944796,ev
9149789,0.7050231,fl
9151763,438.05193899999995,sp
9151972,0.3867961,ev
9153621,305.8196777,fl
9159301,3.0447704,ev
9161428,0.3025934,ev
9163674,1.546289,ev
9163796,121.00684409999998,fl
9164561,1.2670378,ev
9164694,1.1113636,ev
9164836,48.1188189,fl
9166862,3.8555992999999993,sp?
9172506,50.4403135,sp?
9178185,2.992707,ev?
9179531,6.510780400000001,sp
9179806,0.28096329999999997,ev
9180282,3.0376007,sp
9181877,0.3210098,ev
9205993,1.2197374,ev
9207508,2.0151524,ev
9210828,1.6564127,sp
9214712,265.3009735,sp?
9214715,265.3,fl
9220600,0.9791626,ev
9221398,13.78752,sp
9228778,1.5665945,ev
9236858,2.5370817999999997,sp
9237149,0.5263441,ev
9237533,1.8686558999999998,ev
9237755,0.3316703,ev
9238207,0.23135300000000003,ev
9239684,0.2618159,ev
9240664,10.784333,fl
9243795,14.443130100000001,ot
9245929,0.3083748,ev
9246715,171.2776968,fl
9266285,5.613869599999999,sp
9268105,0.4256937,ev
9272276,0.280613,ev
9274472,0.30209050000000004,ev
9278021,3.3594714999999997,sp
9278553,18.610095,fl
9282687,1.6804361,ev
9283826,0.3565238,ev
9284741,20.7292642,sp?
9285587,1.8119482,ev
9288175,0.2609349,ev
9288786,1.7441023,sp
9290838,0.3630317,ev
9291368,3.7964709,ev
9291629,20.686104,sp
9291748,15.9269941,sp
9307423,0.5586161000000001,ev
9328852,0.6458515,sp
9343862,1.1232568,ev
9344623,14.7594793,fl
9345163,0.2451223,ev
9345838,1.0458736,ev
9346253,34.064578000000004,fl
9346655,0.8716212,sp
9347868,0.31847,ev
9350889,0.7259479999999999,ev
9353182,10.4762575,sp
9353234,1.4865274,ev
9356753,0.5926789000000001,ev
9357030,0.28044209999999997,ev
9357275,1.588298,ev
9365025,0.9843043,ev
9366988,1.2190299999999998,sp
9388303,0.2667035,ev
9389122,0.3499502,ev
9392331,0.26176220000000006,ev
9392682,0.8929178,ev
9392702,3.9093145,sp
9394601,0.8768264000000001,ev
9402652,1.073104,ev
9408183,49.683544,ot
9408440,989.985,sp?
9411317,8.290500999999999,sp
9411943,3.8440226,sp
9412114,0.2502522,ev
9412462,10.186589900000001,sp
9414905,0.4565263,ev
9418619,6.1502471,ev
9418994,32.0038006,fl
9419603,1.0524171999999998,ev
9426071,28.714204,sp
9426970,1.7711335,ev
9446824,4.2023345999999995,sp
9450883,0.3636562,ev
9451096,1.2503908000000001,ev
9451127,5.1174021,sp
9451598,0.3623487,ev
9453192,0.7188371,ev
9466316,0.3525353,ev
9468296,5.7488257,sp
9468382,11.082488699999999,fl
9468384,11.0825776,sp
9470054,1.4732284,ev
9470175,0.3038318,ev
9472174,0.1257653,ev
9474222,13.6917881,sp?
9474485,1.0251632,sp
9474969,21.5705056,fl
9475663,0.7080268,ev
9478836,0.2540637,sp?
9479460,2.0738833999999997,ev
9480516,1.4298111,ev
9480535,160.1341104,fl
9480977,0.8710309000000002,ev
9481674,0.38885970000000003,ev
9489411,6.688927799999999,ev
9489947,54.06131479999999,sp?
9508052,0.27999609999999997,ev
9508954,1.1006461,ev
9509207,14.199840099999998,sp
9512958,3.2371513,ev?
9514070,0.6072561,ev
9517991,717.0,sp
9519590,0.33089409999999997,ev
9520700,4.2736689000000005,sp
9527167,0.2808953,ev
9528420,4.7084691,sp
9528430,90.08251700000001,fl
9529733,4.809132,ev
9529856,37.4822247,sp
9532123,8.215,sp
9532219,0.19815510000000003,ev
9532421,4.309126,sp
9532591,0.3583755,ev
9533489,197.15,ot
9533508,0.37353709999999996,ev
9533706,0.2841181,ev
9535080,49.6452963,fl
9536053,0.4721663,ev
9540226,175.4588273,fl
9540450,2.1547127,sp
9541127,0.5366512,ev
9544350,2.2597771,ev
9549472,15.7137908,fl
9551200,0.7119215999999999,ev?
9552608,9.2506211,sp?
9552668,2.3873612,ev
9569866,1.4803231000000001,sp
9574614,0.9820853999999999,ot
9576197,7.9644342,sp
9579192,12.0835421,sp?
9579499,7.946715400000001,sp
9588822,71.76019050000001,sp
9592145,0.4888674,ev
9592575,2.6375751,sp
9592705,10.275300999999999,sp
9592855,1.2193247999999999,ev
9593528,1.8866281000000003,ev?
9593759,2.4943179,sp
9596037,33.3556133,fl
9596089,20.83899,sp
