KIC	T1	e_T1	T2	e_T2	R1/D	e_R1/D	R2/R1	e_R2/R1	T2/T1	Qual	Src	KIS	T1j	T2j	R2/R1j	T1k1	T2k1	R2/R1k1	Simbad	_RA	_DE
 8218274	 7237	  464	 5998	 1065	 3.00e-11	 2.70e-12	 0.671	 0.226	 0.743	11000	1100	1	 7102	 7073	 0.525	 7467	 5788	 0.740	Simbad	285.063350	+44.167885
 8222813	 5293	  352	 5296	  596	 2.13e-11	 2.40e-12	 0.631	 0.251	 0.700	00010	1100	1	 5285	 5304	 0.606	 5315	 5289	 0.669	Simbad	287.593200	+44.179420
 8222945	 5223	  352	 5221	  547	 2.36e-11	 2.29e-12	 0.751	 0.214	 1.003	00000	1110	2	 5171	 5186	 0.894	 5281	 5306	 0.661	Simbad	287.665770	+44.110561
 8223328	 5673	  380	 5530	  690	 5.71e-11	 4.02e-12	 0.710	 0.211	 0.700	00010	1110	2	 5688	 5309	 0.614	 5664	 5600	 0.809	Simbad	287.856900	+44.102798
 8223655	 5193	  355	 5085	  609	 1.54e-11	 2.12e-12	 0.612	 0.262	 0.700	00010	1100	1	 5178	 4966	 0.529	 5217	 5147	 0.768	Simbad	288.026150	+44.118858
 8229048	 6847	  368	 4104	  576	 2.75e-11	 3.07e-12	 0.893	 0.230	 0.813	00000	1100	1	 6822	 3690	 1.034	 6901	 5640	 0.701	Simbad	290.290500	+44.134239
 8230809	 6083	  405	 5249	  729	 1.79e-11	 2.24e-12	 0.781	 0.237	 0.700	00010	1100	1	 6168	 4770	 0.753	 5944	 5843	 0.853	Simbad	290.891720	+44.168850
 8230815	 5991	  373	 5855	  594	 3.51e-11	 3.36e-12	 0.788	 0.239	 0.979	00000	1100	1	 6004	 5754	 0.746	 5980	 5895	 0.812	Simbad	290.893190	+44.131279
 8231231	 6836	  377	 6377	  774	 5.04e-11	 3.94e-12	 0.509	 0.246	 0.930	00000	1000	1	 6836	 6377	 0.509	 7134	 6577	 0.870	Simbad	291.040710	+44.115742
 8231877	 5190	  353	 4787	  556	 2.51e-11	 2.58e-12	 0.659	 0.244	 0.882	00000	1110	2	 5161	 4760	 0.613	 5197	 4856	 0.798	Simbad	291.266970	+44.197269
 8234477	 6710	  372	 5742	  598	 2.68e-11	 2.81e-12	 0.699	 0.252	 0.839	00000	1100	1	 6635	 5705	 0.706	 6796	 5768	 0.693	Simbad	292.229340	+44.160789
 8240109	 9237	  429	 4814	  704	 2.26e-11	 2.24e-12	 1.803	 0.156	 0.757	00000	1100	1	10141	 5582	 1.880	 8885	 4524	 1.109	Simbad	294.223540	+44.135658
 8241252	 6083	  352	 5953	  543	 1.67e-11	 2.18e-12	 0.802	 0.241	 0.980	00000	1100	1	 6136	 5999	 0.825	 6022	 5897	 0.776	Simbad	294.592590	+44.193138
 8242350	 6610	  394	 6267	  872	 4.28e-11	 3.79e-12	 0.692	 0.234	 0.700	00010	1100	1	 6593	 6205	 0.644	 6694	 6333	 0.765	Simbad	294.934570	+44.129810
 8242493	 5079	  365	 5064	  547	 2.72e-11	 2.15e-12	 0.588	 0.174	 0.968	00101	1100	1	 5028	 4955	 0.486	 5233	 5132	 0.663	Simbad	294.971250	+44.183010
 8242681	 5872	  463	 6282	  795	 1.40e-11	 2.06e-12	 0.763	 0.240	 0.700	00010	1100	1	 5791	 6397	 0.760	 5992	 6080	 0.767	Simbad	295.039250	+44.191059
 8243263	 6744	  373	 6606	  588	 3.31e-11	 3.28e-12	 0.794	 0.240	 0.975	00000	1100	1	 6704	 6587	 0.805	 6842	 6662	 0.774	Simbad	295.225250	+44.112679
 8244173	 4567	  357	 4535	  552	 1.98e-11	 2.26e-12	 0.824	 0.230	 0.997	00000	1110	2	 4565	 4549	 0.715	 4607	 4582	 0.853	Simbad	295.506100	+44.110538
 8245326	 5805	  388	 5652	  626	 1.74e-11	 2.76e-12	 0.803	 0.265	 0.968	00000	0110	2	 5586	 5722	 0.712	 5628	 5701	 0.796	Simbad	295.876710	+44.166279
 8246781	 6312	  494	 5730	  868	 1.83e-11	 2.35e-12	 0.797	 0.256	 0.700	00010	1100	1	 6281	 5750	 0.799	 6346	 5708	 0.795	Simbad	296.309420	+44.165741
 8248812	 7434	  384	 6782	  592	 2.57e-11	 3.43e-12	 0.885	 0.290	 0.893	00000	1000	0	 7434	 6782	 0.885	     	     	      	Simbad	296.906160	+44.167488
 8257407	 6728	  356	 3721	  571	 3.28e-11	 2.22e-12	 0.885	 0.177	 0.227	00000	1100	1	 6737	 3697	 0.968	 6701	 3848	 0.670	Simbad	299.020900	+44.172760
 8257903	 6111	  353	 3541	  540	 3.19e-11	 2.25e-12	 1.255	 0.158	 0.985	00100	1110	2	 6123	 3536	 1.332	 6142	 3551	 1.127	Simbad	299.149510	+44.118290
 8262223	 9325	  428	 6791	  642	 3.13e-11	 2.63e-12	 1.337	 0.189	 0.833	00000	1100	1	 9376	 6906	 1.480	 9260	 6199	 1.059	Simbad	300.332460	+44.144138
 8263746	 5067	  403	 4394	  670	 1.25e-11	 2.29e-12	 0.816	 0.321	 0.869	00000	1000	0	 5067	 4394	 0.816	     	     	      	Simbad	300.781920	+44.194050
 8263940	11210	  744	 7392	  584	 1.27e-11	 1.91e-12	 2.080	 0.180	 0.951	00000	1000	0	11210	 7392	 2.080	     	     	      	Simbad	300.832400	+44.176338
 8264097	 4810	  418	 3823	  672	 9.97e-12	 1.95e-12	 0.804	 0.316	 0.532	11000	1000	0	 4810	 3823	 0.804	     	     	      	Simbad	300.872310	+44.144318
 8264510	 6769	  511	 5910	 1568	 1.26e-10	 2.23e-11	 0.668	 0.322	 0.700	00010	1000	0	 6769	 5910	 0.668	     	     	      	Simbad	300.968570	+44.192039
 8264534	 9584	  527	 8323	 1223	 2.71e-11	 3.32e-12	 0.729	 0.283	 0.956	00000	1000	0	 9584	 8323	 0.729	     	     	      	Simbad	300.975740	+44.112759
 8265951	 7775	 1505	 4880	 1732	 4.50e-11	 7.98e-12	 0.762	 0.508	 0.962	00100	1000	0	 7775	 4880	 0.762	     	     	      	Simbad	301.348690	+44.187931
 8279765	 5558	  363	 5901	  704	 1.93e-11	 2.00e-12	 0.441	 0.207	 0.700	00010	1110	2	 5247	 7853	 0.283	 5654	 5651	 0.798	Simbad	282.603360	+44.286980
 8280135	 5379	  361	 5453	  567	 1.49e-11	 2.01e-12	 0.694	 0.232	 1.013	00000	1100	1	 5359	 5422	 0.695	 5389	 5465	 0.692	Simbad	282.814030	+44.209061
 8285254	 5180	  355	 3794	  645	 2.23e-11	 2.00e-12	 0.590	 0.275	 0.655	00000	0100	1	 5159	 3758	 0.772	 5180	 3794	 0.590	Simbad	285.565340	+44.295250
 8285349	 6901	  363	 3966	  579	 5.24e-11	 3.66e-12	 1.072	 0.167	 0.903	00000	1010	2	 6916	 3815	 1.086	 6014	 5364	 0.742	Simbad	285.616210	+44.215672
 8288404	 6195	  389	 6294	  729	 4.48e-11	 3.08e-12	 0.637	 0.204	 0.700	00010	1110	2	 6205	 6182	 0.606	 6206	 6318	 0.691	Simbad	287.211700	+44.283192
 8288719	 5547	  361	 4851	  561	 4.16e-11	 3.28e-12	 1.020	 0.202	 0.922	00000	1110	2	 5786	 4723	 1.272	 5477	 4966	 0.823	Simbad	287.359710	+44.294991
 8288741	 5749	  351	 5625	  543	 2.33e-11	 2.26e-12	 0.699	 0.215	 0.974	00000	1110	2	 5719	 5591	 0.616	 5777	 5647	 0.736	Simbad	287.367860	+44.273220
 8294484	 6523	  429	 5696	  994	 1.77e-11	 1.92e-12	 0.731	 0.212	 0.700	00010	1110	2	 6543	 5505	 0.645	 6577	 5582	 0.778	Simbad	289.940280	+44.225719
 8296467	 5662	  353	 3695	  549	 1.88e-11	 2.04e-12	 1.033	 0.173	 0.896	00000	1100	1	 5675	 3598	 1.061	 5562	 5247	 0.696	Simbad	290.592560	+44.206589
 8298344	 5715	  389	 4756	  576	 1.67e-11	 2.24e-12	 1.108	 0.231	 1.018	00000	1100	1	 5806	 4640	 1.226	 5440	 5216	 0.909	Simbad	291.285920	+44.215889
 8299947	 5585	  426	 5635	  660	 4.00e-12	 1.70e-12	 0.750	 0.248	 1.006	11000	0110	3	 5307	 5251	 0.757	 5569	 5701	 0.770	Simbad	291.886570	+44.224564
 8301013	 7726	  378	 7458	  606	 2.28e-11	 2.44e-12	 0.731	 0.234	 0.971	00000	0110	2	 6953	 6750	 0.759	 7698	 7203	 0.687	Simbad	292.296750	+44.280571
 8302455	 6060	  354	 6040	  548	 7.75e-11	 8.50e-12	 0.743	 0.278	 0.999	00000	1000	1	 6060	 6040	 0.743	 6166	 6154	 0.699	Simbad	292.862700	+44.221050
 8308347	 5037	  667	 5045	  606	 1.97e-11	 1.11e-09	 0.763	 0.154	 0.848	00001	1100	1	 4931	 4979	 0.735	 6067	 5530	 0.800	Simbad	294.897490	+44.215790
 8309175	 5910	  414	 5511	  693	 1.65e-11	 2.71e-12	 0.801	 0.326	 0.948	00000	0100	1	 5721	 5448	 0.799	 5910	 5511	 0.801	Simbad	295.156100	+44.235271
 8311255	 7315	  529	 6455	  834	 2.61e-11	 2.78e-12	 0.775	 0.247	 0.823	11000	1010	2	 7203	 6408	 0.755	 7297	 6088	 0.670	Simbad	295.817750	+44.206142
 8312222	 6092	  395	 5689	  645	 1.31e-11	 1.97e-12	 0.792	 0.231	 0.926	00000	0110	2	 5885	 5379	 0.865	 6005	 5856	 0.799	Simbad	296.117400	+44.232841
 8314801	 5667	  374	 5637	  580	 3.00e-11	 4.87e-12	 0.853	 0.363	 0.995	00000	1000	0	 5667	 5637	 0.853	     	     	      	Simbad	296.873200	+44.241341
 8314879	10544	  471	 9888	 1925	 7.25e-12	 1.85e-12	 0.543	 0.329	 0.700	00010	1000	0	10544	 9888	 0.543	     	     	      	Simbad	296.890290	+44.279179
 8316503	 6499	  359	 4345	  568	 2.82e-11	 1.93e-12	 0.653	 0.183	 0.652	00000	1110	2	 6428	 4112	 0.627	 6821	 4614	 0.729	Simbad	297.297820	+44.281658
 8323764	 5569	  854	 4643	  890	 7.08e-12	 2.52e-12	 1.370	 0.288	 0.700	00010	0100	1	 5004	 5400	 0.682	 5569	 4643	 1.370	Simbad	299.080570	+44.295010
 8330092	 7168	  417	 7325	  899	 2.81e-11	 3.14e-12	 0.632	 0.264	 0.988	00100	1000	0	 7168	 7325	 0.632	     	     	      	Simbad	300.895540	+44.247238
 8330575	 7380	 1826	 7408	 1889	 2.26e-09	 1.30e-09	 0.803	 0.331	 1.003	00000	1000	0	 7380	 7408	 0.803	     	     	      	Simbad	301.020900	+44.232239
 8332986	 5591	  359	 4723	  644	 3.18e-11	 2.93e-12	 0.757	 0.220	 0.700	00010	1100	1	 5604	 4464	 0.743	 5354	 5364	 0.795	Simbad	301.709230	+44.281792
 8345358	 5835	  352	 4243	  553	 1.71e-11	 1.70e-12	 0.390	 0.182	 0.720	00000	1110	2	 5800	 4192	 0.354	 5846	 4225	 0.378	Simbad	282.116390	+44.373489
 8356054	 4495	  814	 4454	  575	 1.41e-11	 4.29e-12	 0.949	 0.414	 0.810	00001	1100	1	 5959	 4700	 1.254	 4489	 4307	 0.482	Simbad	287.972600	+44.333611
 8358008	 5336	  356	 4613	  575	 2.66e-11	 2.59e-12	 0.751	 0.228	 0.845	00000	1110	2	 5356	 4489	 0.813	 5389	 4674	 0.831	Simbad	288.966400	+44.356930
 8360184	 5603	  355	 5436	  593	 1.63e-11	 2.15e-12	 0.609	 0.259	 0.917	00000	1100	1	 5572	 5407	 0.531	 5675	 5461	 0.691	Simbad	289.867030	+44.392651
 8364119	 5677	  369	 5320	  625	 5.89e-11	 4.79e-12	 0.705	 0.229	 0.951	00000	1100	2	 5630	 5212	 0.668	 5706	 5382	 0.756	Simbad	291.273770	+44.371239
 8364969	 5660	  414	 5119	  847	 1.69e-11	 2.06e-12	 0.708	 0.223	 0.700	00010	1100	1	 5699	 4739	 0.721	 5616	 5491	 0.679	Simbad	291.597380	+44.398521
 8365739	 5520	  361	 5408	  646	 1.71e-11	 2.12e-12	 0.689	 0.237	 0.700	00010	1110	2	 5427	 5173	 0.686	 5575	 5488	 0.646	Simbad	291.887540	+44.345619
 8374499	 6175	  382	 4910	  831	 1.86e-11	 2.54e-12	 0.574	 0.307	 0.661	00000	1100	1	 6064	 5219	 0.664	 6241	 4706	 0.530	Simbad	295.000550	+44.321018
 8374580	 5505	  352	 5508	  648	 2.51e-11	 2.70e-12	 0.616	 0.262	 0.700	00010	1100	1	 5486	 5450	 0.603	 5615	 5564	 0.625	Simbad	295.025600	+44.330189
 8378656	 6419	  386	 4773	  768	 4.56e-11	 4.29e-12	 0.567	 0.277	 0.709	00000	1000	1	 6419	 4773	 0.567	 6969	 4916	 0.812	Simbad	296.297390	+44.333000
 8378922	 5973	  361	 4923	  616	 1.93e-11	 2.04e-12	 0.786	 0.203	 0.897	00000	1110	2	 5954	 4859	 0.840	 6026	 4724	 0.759	Simbad	296.371700	+44.383541
 8379547	 5613	  360	 4022	  566	 4.25e-11	 2.42e-12	 1.383	 0.163	 0.555	00000	1100	1	 5619	 3975	 1.402	 4842	 4845	 0.959	Simbad	296.557560	+44.310230
 8381592	 5838	  363	 5026	  556	 1.52e-11	 2.27e-12	 0.738	 0.284	 0.860	00000	1000	0	 5838	 5026	 0.738	     	     	      	Simbad	297.110500	+44.399872
 8382182	11341	  359	11189	  556	 1.34e-10	 4.34e-12	 0.790	 0.163	 0.947	10001	1110	2	11281	11191	 0.858	11459	11370	 0.822	Simbad	297.255070	+44.376671
 8386048	 6521	  697	 5651	  918	 7.79e-12	 2.03e-12	 0.747	 0.323	 0.855	00000	0100	1	 6364	 5600	 0.811	 6521	 5651	 0.747	Simbad	298.216280	+44.323730
 8386198	 6448	  372	 6350	  614	 3.69e-11	 2.90e-12	 0.695	 0.211	 0.981	00000	1100	1	 6319	 6289	 0.693	 6565	 6441	 0.697	Simbad	298.255070	+44.310429
 8386865	 9844	  436	 9910	  699	 3.31e-11	 3.20e-12	 0.815	 0.232	 1.002	00100	1100	2	 9079	 9400	 0.824	 9993	10006	 0.807	Simbad	298.422490	+44.327751
 8386982	 8650	  492	 8188	 1818	 1.09e-10	 1.28e-11	 0.544	 0.331	 0.700	00010	1000	2	 8650	 8188	 0.544	 9231	 8678	 0.714	Simbad	298.455110	+44.313419
 8394040	 6097	  356	 5862	  554	 2.20e-11	 2.53e-12	 0.761	 0.248	 0.967	00100	1100	1	 6026	 5802	 0.816	 6184	 5962	 0.711	Simbad	300.295840	+44.349442
 8397460	 7838	  366	 7194	  552	 9.65e-11	 1.14e-11	 0.744	 0.305	 0.919	00000	1000	1	 7838	 7194	 0.744	 7583	 6968	 0.730	Simbad	301.405300	+44.326759
 8409588	 6599	  374	 4417	  705	 2.95e-11	 2.33e-12	 0.935	 0.178	 0.700	00010	1110	2	 6674	 4194	 1.031	 6368	 4913	 0.731	Simbad	281.503420	+44.409458
 8410637	 4867	  350	 4278	  541	 1.95e-10	 4.42e-12	 0.727	 0.157	 0.657	00001	1100	1	 4859	 4315	 0.672	 4875	 4258	 0.763	Simbad	282.158720	+44.486069
 8411947	 5444	  355	 4857	  547	 2.13e-11	 2.38e-12	 0.763	 0.236	 0.891	00000	1100	1	 5406	 4823	 0.758	 5478	 4894	 0.767	Simbad	282.887360	+44.439110
 8414159	 6446	  366	 4704	  596	 2.15e-11	 2.06e-12	 0.922	 0.194	 0.647	00000	1110	2	 6534	 4870	 1.047	 6288	 4515	 0.689	Simbad	284.123690	+44.440350
 8414914	 6077	  633	 5274	  707	 1.73e-11	 1.12e-09	 0.790	 0.151	 0.857	00001	1100	1	 6663	 5855	 0.805	 5608	 4943	 0.776	Simbad	284.520870	+44.455078
 8415863	 6432	  381	 4044	  849	 5.21e-11	 3.55e-12	 0.610	 0.241	 0.363	11000	0100	1	 6621	 3949	 0.756	 6432	 4044	 0.610	Simbad	285.051480	+44.485138
 8428136	 7294	  377	 3783	  556	 8.39e-12	 1.78e-12	 0.991	 0.196	 0.983	00000	1110	2	 7329	 3646	 1.112	 7190	 7096	 0.795	Simbad	290.844850	+44.475540
 8429450	 7355	  358	 6940	  551	 3.00e-11	 2.72e-12	 0.726	 0.224	 0.938	11000	1110	2	 7207	 6750	 0.666	 7498	 7048	 0.794	Simbad	291.315950	+44.462849
 8429817	 6614	  358	 3971	  572	 2.67e-11	 2.16e-12	 1.011	 0.170	 0.700	00010	1110	2	 6543	 3754	 1.058	 6865	 4277	 0.977	Simbad	291.452270	+44.431751
 8430105	 8254	  351	 8247	  540	 1.54e-10	 5.56e-12	 0.776	 0.164	 0.898	00001	1110	2	 8235	 8234	 0.867	 8241	 8250	 0.725	Simbad	291.558620	+44.488190
 8430210	 9674	  353	 9390	  545	 2.69e-11	 2.00e-12	 0.739	 0.175	 0.964	00001	1110	2	 9611	 9285	 0.648	 9709	 9447	 0.820	Simbad	291.604890	+44.489288
 8431389	 6192	  372	 4469	  680	 2.02e-11	 2.27e-12	 1.049	 0.188	 0.972	00000	1100	1	 6279	 4252	 1.081	 5913	 5041	 0.903	Simbad	292.050960	+44.473759
 8431390	 6094	 1605	 6285	 2143	 2.24e-09	 1.30e-09	 0.806	 0.328	 0.988	11000	1000	0	 6094	 6285	 0.806	     	     	      	Simbad	292.050990	+44.475136
 8431611	 6488	  366	 5995	  676	 6.10e-12	 1.73e-12	 0.742	 0.244	 0.954	00000	1100	1	 6516	 5959	 0.759	 6421	 6011	 0.724	Simbad	292.128230	+44.492001
 8432034	 6169	 1618	 6327	 2442	 2.27e-09	 1.30e-09	 0.805	 0.332	 0.700	11010	1000	0	 6169	 6327	 0.805	     	     	      	Simbad	292.305940	+44.459366
 8432859	 6522	  463	 6431	  738	 5.98e-12	 1.75e-12	 0.789	 0.262	 0.972	00000	1100	1	 6382	 6549	 0.768	 6570	 6392	 0.810	Simbad	292.640260	+44.439709
 8435232	 4453	  351	 4306	  591	 9.69e-11	 6.95e-12	 0.460	 0.246	 0.700	11010	1000	0	 4453	 4306	 0.460	     	     	      	Simbad	293.534090	+44.477085
 8435247	 5384	  734	 5761	 1759	 1.47e-11	 2.77e-12	 0.794	 0.347	 0.700	00010	1000	0	 5384	 5761	 0.794	     	     	      	Simbad	293.539000	+44.494919
 8443179	 5911	  391	 4877	  634	 2.16e-11	 2.08e-12	 0.826	 0.197	 0.700	00010	1111	3	 6173	 4784	 1.086	 5875	 4605	 0.810	Simbad	296.176760	+44.413139
 8444552	 5697	  360	 5516	  555	 3.18e-11	 2.67e-12	 0.994	 0.206	 0.994	00000	1100	1	 5933	 4930	 1.036	 5663	 5620	 0.827	Simbad	296.606720	+44.472919
 8445775	 6318	  365	 6080	  652	 2.77e-11	 2.66e-12	 0.665	 0.231	 0.977	00000	1100	1	 6330	 5921	 0.739	 6305	 6168	 0.589	Simbad	296.953250	+44.464230
 8452840	 7496	  371	 6717	  573	 4.37e-11	 3.98e-12	 0.784	 0.239	 0.895	00000	0110	2	 7248	 6476	 0.768	 7612	 6793	 0.918	Simbad	298.712460	+44.484501
 8453191	 6373	  363	 6253	  610	 3.47e-11	 3.15e-12	 0.650	 0.238	 0.985	00000	1100	1	 6319	 6183	 0.610	 6469	 6328	 0.693	Simbad	298.797520	+44.417992
 8453324	 5243	  379	 4652	  554	 1.12e-10	 1.20e-11	 1.239	 0.244	 0.975	00000	1100	1	 5398	 4571	 1.379	 5038	 4911	 0.950	Simbad	298.828610	+44.489140
 8454250	 4560	  359	 4299	  544	 9.03e-11	 8.59e-12	 0.705	 0.150	 0.700	11011	1100	1	 4588	 4233	 0.700	 4424	 4362	 0.711	Simbad	299.073880	+44.431679
 8456774	 7182	  935	 6420	  792	 2.42e-11	 3.10e-12	 1.248	 0.242	 0.700	00010	1000	0	 7182	 6420	 1.248	     	     	      	Simbad	299.726590	+44.409088
 8456998	 5430	  553	 4965	 1276	 4.73e-11	 6.60e-12	 0.783	 0.311	 0.700	11010	1000	0	 5430	 4965	 0.783	     	     	      	Simbad	299.778440	+44.461121
 8458207	 6268	  434	 5998	  774	 2.68e-11	 2.33e-12	 0.718	 0.204	 0.700	00010	1100	1	 6137	 6141	 0.734	 6464	 5528	 0.699	Simbad	300.091550	+44.414810
 8460600	 5359	  410	 3745	  603	 2.53e-11	 2.70e-12	 0.796	 0.293	 0.436	00000	1000	0	 5359	 3745	 0.796	     	     	      	Simbad	300.774780	+44.487751
 8474892	 5900	  421	 6376	  741	 2.31e-11	 2.43e-12	 0.690	 0.230	 0.700	11010	1100	1	 5890	 6358	 0.748	 5912	 6413	 0.654	Simbad	281.763120	+44.577190
 8478994	 5780	  398	 5583	 1079	 2.33e-10	 2.49e-11	 0.597	 0.298	 0.700	11010	1000	0	 5780	 5583	 0.597	     	     	      	Simbad	284.059540	+44.518215
 8479107	 5686	  362	 4481	  565	 1.91e-11	 2.01e-12	 1.148	 0.190	 0.882	00000	1110	2	 5739	 4314	 1.200	 5917	 4568	 1.306	Simbad	284.125610	+44.550571
 8479386	 6125	  474	 6041	  782	 2.62e-11	 3.92e-12	 0.784	 0.323	 0.981	00000	0100	1	 5242	 6134	 0.623	 6125	 6041	 0.784	Simbad	284.278530	+44.594028
 8480642	 5135	  353	 5016	  602	 4.55e-11	 2.89e-12	 0.577	 0.200	 0.700	00010	1111	3	 5111	 5074	 0.543	 5149	 4943	 0.552	Simbad	285.000400	+44.544991
 8481574	 5916	  362	 5910	  616	 2.74e-11	 2.38e-12	 0.696	 0.207	 0.979	00000	1110	2	 5923	 5919	 0.657	 5877	 5946	 0.691	Simbad	285.568270	+44.572578
 8488876	 6723	  382	11416	  787	 4.87e-11	 1.84e-12	 0.318	 0.158	 0.393	00000	1000	1	 6723	11416	 0.318	 7987	 3888	 0.713	Simbad	289.405150	+44.515480
 8491745	 4980	  351	 3689	  571	 9.37e-11	 2.59e-12	 0.362	 0.175	 0.701	00000	1100	1	 4965	 3661	 0.446	 4993	 3768	 0.257	Simbad	290.511630	+44.556019
 8494410	 6056	  369	 5297	  675	 2.32e-11	 2.10e-12	 0.738	 0.193	 0.700	00010	1110	2	 6138	 4371	 0.912	 5924	 5619	 0.551	Simbad	291.494600	+44.523499
 8495415	 4923	  352	 4855	  586	 1.75e-11	 1.97e-12	 0.565	 0.217	 0.700	00010	1110	2	 4879	 4708	 0.445	 4985	 4914	 0.638	Simbad	291.881260	+44.555729
 8496820	 6824	  370	 6707	  581	 4.11e-11	 3.35e-12	 0.777	 0.216	 0.974	00000	1100	1	 6815	 6708	 0.825	 7005	 6662	 0.720	Simbad	292.472990	+44.588501
 8504570	 7383	  370	 5731	  579	 3.07e-11	 2.34e-12	 0.550	 0.212	 0.762	00000	1100	1	 7311	 5626	 0.511	 7656	 5862	 0.633	Simbad	295.236880	+44.507671
 8506766	 6662	  382	10374	  889	 2.72e-11	 1.69e-12	 0.241	 0.159	 0.700	00010	1100	1	 6583	11151	 0.224	 7275	 6483	 0.627	Simbad	295.940920	+44.578350
 8507073	 6645	  389	 4140	  661	 2.34e-11	 2.68e-12	 1.076	 0.191	 0.700	00010	1100	1	 5962	 5554	 0.844	 6699	 3902	 1.138	Simbad	296.034700	+44.562210
 8508485	 6964	  478	 6444	  887	 2.96e-11	 4.02e-12	 0.913	 0.304	 0.700	00010	1100	1	 8358	 6426	 1.326	 6937	 6487	 0.703	Simbad	296.447420	+44.558552
 8509346	 6359	  353	 3715	  547	 3.30e-11	 1.76e-12	 0.367	 0.187	 0.577	00000	1100	1	 6323	 3676	 0.324	 6516	 3785	 0.426	Simbad	296.714080	+44.577209
 8509781	 6036	  401	 5967	  881	 7.46e-11	 8.04e-12	 0.610	 0.297	 0.700	00010	1000	1	 6036	 5967	 0.610	 6418	 5887	 0.746	Simbad	296.830020	+44.549149
 8523194	10545	  726	 6774	  601	 2.56e-11	 2.32e-12	 2.220	 0.176	 0.976	00000	1000	2	10545	 6774	 2.220	 7402	 7109	 0.729	Simbad	300.317990	+44.535110
 8539720	 6574	  380	 6285	  598	 3.34e-11	 3.64e-12	 0.808	 0.262	 0.954	00000	0110	2	 8129	 5826	 1.903	 6497	 6233	 0.811	Simbad	281.988370	+44.636471
 8539850	 7099	  396	 9638	  792	 2.08e-11	 1.72e-12	 0.400	 0.168	 0.987	00000	1100	1	 6995	10880	 0.364	 7535	 7714	 0.699	Simbad	282.073520	+44.686859
 8543278	 5237	  358	 4198	  568	 2.97e-11	 2.82e-12	 0.589	 0.294	 0.799	00000	0100	1	 5269	 4219	 0.687	 5237	 4198	 0.589	Simbad	283.948640	+44.669498
 8545456	 8549	  477	 7817	  608	 3.94e-11	 4.86e-12	 0.966	 0.287	 0.966	00000	1000	1	 8549	 7817	 0.966	 7811	 7536	 0.966	Simbad	285.094700	+44.666260
 8548416	 7672	  371	 3673	  554	 2.39e-11	 2.23e-12	 0.978	 0.192	 0.871	11000	1100	1	 7667	 3660	 1.036	 7699	 5042	 0.849	Simbad	286.788570	+44.619579
 8552540	 5948	  491	 4804	  868	 1.22e-10	 8.56e-12	 0.862	 0.201	 0.883	00000	1000	2	 5948	 4804	 0.862	 3515	 3527	 0.624	Simbad	288.890410	+44.617020
 8552719	 5417	  499	 5968	 1611	 8.30e-11	 6.71e-12	 0.512	 0.258	 0.700	00010	1000	2	 5417	 5968	 0.512	 5536	 4920	 0.766	Simbad	288.971650	+44.624531
 8553788	10028	  483	 6940	  570	 1.93e-11	 1.94e-12	 1.761	 0.169	 0.655	00100	1100	1	10402	 7112	 1.876	 9370	 6158	 0.854	Simbad	289.428800	+44.641411
 8553907	 6829	  367	 6764	  561	 3.75e-11	 3.03e-12	 0.791	 0.213	 0.978	00000	1100	1	 6818	 6775	 0.965	 6842	 6667	 0.650	Simbad	289.479220	+44.631371
 8554005	 6586	  729	 9370	 2532	 4.63e-11	 5.99e-12	 0.232	 0.309	 0.985	00001	1100	1	 6254	12388	 0.229	 7533	 7440	 0.770	Simbad	289.522640	+44.687592
 8555573	 5844	  378	 5705	  663	 2.26e-11	 2.38e-12	 0.767	 0.223	 0.965	00000	1100	1	 5792	 5644	 0.813	 5855	 5754	 0.635	Simbad	290.156920	+44.632420
 8555795	 5165	  354	 5089	  586	 1.48e-11	 2.19e-12	 0.730	 0.272	 0.700	00010	1100	1	 5160	 5090	 0.765	 5171	 5088	 0.694	Simbad	290.238100	+44.648430
 8559589	 6421	  364	 5677	  614	 2.20e-11	 1.97e-12	 0.715	 0.188	 0.932	00000	1111	3	 6441	 4945	 0.681	 6358	 5784	 0.725	Simbad	291.634670	+44.647598
 8559716	 5631	  368	 5213	  588	 5.18e-12	 1.71e-12	 0.745	 0.255	 0.930	11000	0110	2	 5986	 5641	 0.753	 5626	 5086	 0.717	Simbad	291.677370	+44.683418
 8559863	 5412	  352	 5161	  544	 5.49e-11	 3.44e-12	 0.823	 0.191	 0.952	00000	1110	2	 5368	 5115	 0.828	 5447	 5183	 0.828	Simbad	291.730900	+44.622631
 8560285	 6030	  401	 5699	  736	 1.51e-11	 2.01e-12	 0.748	 0.229	 0.700	00010	1110	2	 6004	 5466	 0.737	 6172	 5518	 0.756	Simbad	291.902370	+44.683731
 8560861	 8922	  351	 7382	  540	 1.83e-10	 2.56e-12	 0.757	 0.152	 0.825	00001	1100	1	 8942	 7392	 0.789	 8903	 7373	 0.737	Simbad	292.139400	+44.672741
 8561192	 7568	  378	 4077	  574	 8.94e-12	 1.74e-12	 0.898	 0.203	 0.654	00000	1110	2	 7561	 3792	 0.989	 7747	 4779	 0.927	Simbad	292.271480	+44.697262
 8563964	 6688	  354	 6691	  548	 4.05e-11	 4.19e-12	 0.631	 0.274	 1.000	11100	1000	0	 6688	 6691	 0.631	     	     	      	Simbad	293.406100	+44.622147
