KIC	T1	e_T1	T2	e_T2	R1/D	e_R1/D	R2/R1	e_R2/R1	T2/T1	Qual	Src	KIS	T1j	T2j	R2/R1j	T1k1	T2k1	R2/R1k1	Simbad	_RA	_DE
10149237	 5086	  364	 4873	  599	 2.08e-11	 2.29e-12	 0.914	 0.233	 1.046	00000	1100	1	 5433	 4100	 1.216	 5001	 5168	 0.673	Simbad	294.834960	+47.162491
10149845	 9695	  469	 5593	  564	 2.60e-11	 1.89e-12	 2.790	 0.154	 0.858	11000	1000	2	 9695	 5593	 2.790	 6365	 5457	 0.697	Simbad	295.044400	+47.196415
10152836	 5753	  363	 5034	  845	 2.17e-11	 2.84e-12	 0.588	 0.308	 0.412	00000	1100	1	 5710	 5000	 0.513	 5909	 5069	 0.675	Simbad	296.036680	+47.180119
10153011	 5355	  379	 5100	  765	 1.68e-11	 2.08e-12	 0.670	 0.232	 0.700	00010	1100	1	 5286	 5019	 0.803	 5370	 5184	 0.562	Simbad	296.088200	+47.142891
10154189	 6202	  376	 6251	  622	 2.75e-11	 3.22e-12	 0.643	 0.284	 1.005	00000	0100	1	 6316	 6351	 0.787	 6202	 6251	 0.643	Simbad	296.440430	+47.114361
10155080	 6141	  350	 5485	  541	 3.96e-11	 1.86e-12	 0.720	 0.158	 0.890	00001	1100	1	 6130	 5444	 0.668	 6154	 5522	 0.764	Simbad	296.698580	+47.137741
10155563	 6261	  366	 5747	  710	 6.42e-11	 4.82e-12	 0.638	 0.224	 0.966	00000	1100	2	 6275	 5273	 0.664	 6240	 5984	 0.601	Simbad	296.844600	+47.104382
10156064	 8855	  369	 7226	  550	 7.53e-11	 4.13e-12	 0.711	 0.188	 0.811	00001	1111	3	 8842	 7177	 0.696	 8863	 7191	 0.730	Simbad	296.993410	+47.146648
10157573	 6589	  383	 5853	  776	 1.49e-11	 1.90e-12	 0.708	 0.215	 0.700	00010	1110	2	 6610	 5122	 0.582	 6557	 6051	 0.802	Simbad	297.432010	+47.128551
10158418	 5955	  372	 5814	  676	 3.22e-11	 2.92e-12	 0.684	 0.232	 0.700	00010	1110	2	 5897	 5731	 0.732	 6028	 5866	 0.622	Simbad	297.646060	+47.167488
10159014	 6979	  591	 5402	 1166	 2.58e-11	 2.59e-12	 0.823	 0.239	 0.700	00010	1100	1	 5950	 5382	 1.083	 7109	 5417	 0.733	Simbad	297.794650	+47.156490
10162999	 6504	  436	 5626	  903	 4.14e-11	 3.05e-12	 0.684	 0.209	 0.700	00010	1110	2	 6193	 5280	 0.664	 6647	 5491	 0.647	Simbad	298.875670	+47.143600
10189523	 5153	  376	 5265	  626	 1.46e-11	 2.05e-12	 0.751	 0.237	 1.023	00000	1100	1	 5154	 5316	 0.710	 5149	 5173	 0.815	Simbad	283.011960	+47.238602
10191056	 6676	  388	 6650	  679	 9.16e-11	 1.15e-11	 0.685	 0.326	 1.001	00100	1000	1	 6676	 6650	 0.685	 6384	 6364	 0.704	Simbad	283.866300	+47.228271
10198097	 7283	  394	 7372	 1408	 3.65e-11	 3.31e-12	 0.575	 0.248	 0.700	11010	1010	2	 7257	 8136	 0.432	 7499	 6942	 0.893	Simbad	287.483760	+47.223995
10198109	 6154	  376	 4463	  645	 3.14e-11	 2.87e-12	 0.880	 0.225	 0.440	00000	1110	2	 6250	 4549	 1.013	 6061	 4215	 0.728	Simbad	287.493530	+47.224659
10206340	 5844	  353	 3551	  541	 1.03e-10	 4.91e-12	 1.571	 0.153	 0.831	00000	1000	3	 5844	 3551	 1.571	 5763	 4733	 0.764	Simbad	291.245090	+47.249260
10208759	 7215	  364	 7044	  559	 1.86e-11	 2.27e-12	 0.902	 0.231	 0.977	00000	1100	1	 7190	 7028	 0.861	 7359	 7120	 0.944	Simbad	292.255650	+47.286301
10215422	 5501	  353	 3719	  541	 2.86e-11	 1.67e-12	 0.157	 0.152	 0.667	00001	1100	1	 5478	 3694	 0.141	 5577	 3751	 0.185	Simbad	294.759860	+47.201931
10215869	 6825	  376	 4073	  649	 2.44e-11	 2.01e-12	 0.752	 0.204	 0.507	00000	1110	2	 5652	 5570	 1.003	 6824	 3887	 0.675	Simbad	294.923710	+47.249989
10216186	 7263	  365	 5277	  598	 2.54e-11	 1.98e-12	 0.604	 0.188	 0.725	00100	1110	2	 7185	 5215	 0.537	 7345	 5308	 0.614	Simbad	295.040370	+47.224960
10221886	 6568	  391	 6062	  640	 4.59e-11	 3.85e-12	 0.770	 0.228	 0.895	00000	1110	2	 6491	 5999	 0.734	 6684	 6107	 0.833	Simbad	296.898560	+47.281609
10223616	 4732	  352	 4064	  575	 2.81e-11	 2.27e-12	 0.570	 0.206	 0.868	00000	1100	1	 4736	 3974	 0.641	 4728	 4197	 0.471	Simbad	297.390660	+47.255711
10225800	 5798	  369	 6020	  813	 1.44e-11	 1.99e-12	 0.563	 0.245	 0.700	00010	1100	1	 5756	 6246	 0.464	 5899	 5909	 0.690	Simbad	298.000240	+47.243649
10226388	 7378	  988	 7610	  733	 6.82e-11	 1.00e-11	 0.919	 0.359	 0.953	11100	1000	1	 7378	 7610	 0.919	 7493	 7793	 0.893	Simbad	298.148860	+47.277199
10227020	 5743	  390	 5874	  769	 1.61e-11	 2.20e-12	 0.714	 0.256	 0.700	00010	1100	1	 5672	 6108	 0.676	 5808	 5765	 0.735	Simbad	298.318360	+47.279491
10227863	 5670	  361	 5660	  661	 3.19e-11	 3.84e-12	 0.724	 0.296	 0.700	00010	1100	1	 5629	 5599	 0.696	 5746	 5707	 0.740	Simbad	298.552580	+47.247318
10228240	 6691	  366	 6395	  622	 2.28e-11	 2.63e-12	 0.757	 0.254	 0.940	00000	1100	1	 6647	 6282	 0.661	 6849	 6497	 0.833	Simbad	298.639130	+47.220791
10228942	 6784	  413	 5458	 1206	 3.86e-11	 2.60e-12	 0.611	 0.220	 0.700	00010	1100	1	 6782	 5215	 0.533	 6798	 5640	 0.784	Simbad	298.827390	+47.257740
10228991	 7581	  356	 7608	  551	 2.79e-11	 2.97e-12	 0.745	 0.251	 1.000	11100	1100	1	 7550	 7555	 0.670	 7665	 7667	 0.809	Simbad	298.842290	+47.244778
10229723	 7141	  376	 5757	  552	 4.21e-11	 2.66e-12	 1.165	 0.185	 0.961	00000	1111	3	 7771	 5688	 1.633	 6611	 6397	 0.765	Simbad	299.020020	+47.220509
10232123	 6477	  884	 5500	  726	 3.96e-11	 5.30e-11	 0.745	 0.152	 0.700	11011	1110	2	 6690	 5895	 0.779	 6803	 6161	 0.739	Simbad	299.700780	+47.291752
10253375	 5840	  534	 6827	 1029	 1.97e-11	 2.38e-12	 0.659	 0.253	 0.700	00010	1100	1	 6427	 6437	 0.926	 5599	 7301	 0.554	Simbad	281.447450	+47.321259
10253421	 5776	  446	 4751	  576	 6.40e-11	 5.52e-12	 1.261	 0.214	 0.944	11000	1100	1	 6024	 4722	 1.623	 5010	 5050	 0.900	Simbad	281.487240	+47.319336
10255110	 6516	  394	 6396	  639	 2.67e-11	 3.38e-12	 0.822	 0.280	 0.990	00000	0100	1	 6482	 6377	 0.784	 6516	 6396	 0.822	Simbad	282.498840	+47.330818
10257903	 6424	  387	 4791	  612	 1.38e-11	 1.93e-12	 1.050	 0.201	 0.910	00000	1100	1	 6546	 4446	 1.121	 6190	 5553	 0.826	Simbad	284.084200	+47.373589
10258558	 6050	  393	 5872	  712	 2.11e-11	 2.37e-12	 0.704	 0.243	 0.998	00000	1100	1	 5927	 5555	 0.964	 6067	 6029	 0.592	Simbad	284.454530	+47.311951
10259029	 6256	  490	 4166	  665	 6.86e-12	 2.33e-12	 1.423	 0.261	 0.565	00000	0010	2	 6155	 4177	 0.768	 5655	 4067	 0.771	Simbad	284.674840	+47.340809
10259301	 6133	  364	 4872	  701	 3.43e-11	 2.60e-12	 0.672	 0.206	 0.700	00010	1110	2	 6128	 4588	 0.592	 6193	 4621	 0.722	Simbad	284.815250	+47.392632
10259530	 7721	  353	 7301	  540	 3.80e-11	 1.97e-12	 0.791	 0.162	 1.013	00001	1100	1	 7686	 7293	 0.726	 7782	 7310	 0.849	Simbad	284.939700	+47.335369
10264202	 5611	  353	 4035	  552	 1.46e-11	 1.87e-12	 1.132	 0.169	 0.916	00000	1110	2	 5648	 3648	 1.197	 5522	 5038	 0.763	Simbad	287.423650	+47.373341
10265602	 5962	  373	 4991	  693	 1.54e-11	 1.90e-12	 0.605	 0.213	 0.700	00010	1110	2	 6100	 4427	 0.690	 5743	 6242	 0.461	Simbad	288.177890	+47.366680
10267044	 6918	  388	11329	  778	 2.11e-11	 1.67e-12	 0.311	 0.158	 0.974	00000	1100	1	 6789	11873	 0.300	 7836	 8014	 0.592	Simbad	288.869260	+47.369968
10268809	 6056	  361	 5809	  560	 2.95e-11	 2.76e-12	 0.761	 0.231	 0.964	00000	1110	2	 6080	 5796	 0.800	 5675	 5788	 0.759	Simbad	289.680570	+47.317810
10268903	 3668	  353	 3624	  545	 1.89e-11	 2.39e-12	 0.772	 0.254	 0.847	11000	1100	1	 3638	 3609	 0.806	 3710	 3655	 0.745	Simbad	289.713040	+47.343498
10274218	 7855	  442	 7938	  811	 8.92e-11	 1.07e-11	 0.745	 0.305	 0.983	11000	1000	1	 7855	 7938	 0.745	 8198	 8568	 0.620	Simbad	291.926970	+47.347076
10274244	 5800	  485	 3966	  760	 9.84e-11	 1.08e-11	 0.851	 0.327	 0.486	00000	1000	0	 5800	 3966	 0.851	     	     	      	Simbad	291.936400	+47.309689
10275074	 6584	  438	 6243	  907	 2.07e-11	 2.48e-12	 0.789	 0.247	 0.700	00010	1100	1	 6559	 6123	 0.885	 6647	 6409	 0.711	Simbad	292.267700	+47.394798
10275197	 5866	  505	10586	 3154	 4.90e-11	 5.70e-12	 0.161	 0.312	 0.993	00101	1100	1	 5715	12567	 0.160	 6443	 6353	 0.708	Simbad	292.324920	+47.398998
10275747	 9714	  413	 5897	  665	 2.18e-11	 1.88e-12	 1.362	 0.167	 0.749	00000	1100	1	 9671	 6191	 1.353	10155	 5369	 1.388	Simbad	292.538510	+47.364422
10275887	 6914	  402	 4640	  587	 3.42e-11	 3.36e-12	 1.157	 0.234	 0.723	11000	1000	0	 6914	 4640	 1.157	     	     	      	Simbad	292.592220	+47.392277
10280990	 5793	  354	 5524	  556	 2.61e-11	 2.40e-12	 0.682	 0.217	 0.942	00000	1110	2	 5737	 5459	 0.684	 5843	 5575	 0.661	Simbad	294.522980	+47.368591
10285661	 5969	  371	 5709	  636	 1.60e-11	 2.13e-12	 0.713	 0.245	 0.954	00000	0110	2	 5831	 5532	 0.769	 5999	 5576	 0.729	Simbad	296.192840	+47.337181
10287248	 4487	  351	 3744	  565	 5.39e-11	 3.95e-12	 0.636	 0.231	 0.519	11000	1100	1	 4475	 4076	 0.443	 4687	 3664	 0.846	Simbad	296.695620	+47.327309
10288502	 6430	  355	 6352	  552	 1.70e-11	 2.00e-12	 0.735	 0.214	 0.991	00000	1110	2	 6414	 6244	 0.756	 6414	 6339	 0.721	Simbad	297.041810	+47.393921
10291683	 9522	  423	 9176	  547	 8.34e-11	 1.83e-12	 0.747	 0.151	 0.955	00001	1100	1	 9598	 9111	 0.731	 9124	 9290	 0.761	Simbad	297.929570	+47.390610
10292238	 5710	  368	 5697	  599	 1.75e-11	 2.30e-12	 0.814	 0.252	 1.006	00000	1100	1	 5697	 5567	 0.837	 5714	 5741	 0.795	Simbad	298.077390	+47.346581
10292413	 7135	  389	 3959	  556	 1.53e-11	 2.06e-12	 1.890	 0.156	 0.988	11000	1110	2	 7008	 3770	 1.801	 7413	 4181	 1.691	Simbad	298.123500	+47.325054
10292465	 5108	  376	 5918	  655	 2.23e-11	 2.50e-12	 0.655	 0.243	 0.700	00010	1100	1	 4941	 6200	 0.621	 5479	 5113	 0.703	Simbad	298.136320	+47.384529
10294608	 5947	  354	 3562	  541	 3.33e-11	 2.33e-12	 1.525	 0.155	 0.940	00000	1100	1	 5946	 3539	 1.545	 5955	 5718	 0.757	Simbad	298.736330	+47.377430
10295951	 7501	  409	 5340	  818	 4.04e-11	 3.04e-12	 0.599	 0.230	 0.621	00000	1100	1	 7421	 5981	 0.873	 7512	 5000	 0.487	Simbad	299.102810	+47.377781
10296163	 6737	  363	 4183	  646	 3.74e-11	 2.20e-12	 0.627	 0.197	 0.595	00000	1100	1	 6705	 4079	 0.585	 6874	 4409	 0.710	Simbad	299.166930	+47.356098
10319590	 5722	  354	 5075	  745	 3.68e-11	 2.50e-12	 0.359	 0.223	 0.750	00100	1100	1	 5658	 5241	 0.556	 5765	 4880	 0.303	Simbad	281.714780	+47.414379
10320341	 6443	  399	 5314	  875	 1.97e-11	 2.22e-12	 0.705	 0.227	 0.700	00010	1100	1	 6441	 4881	 0.665	 6454	 5923	 0.817	Simbad	282.197020	+47.419579
10322296	 5919	  378	 5621	  588	 4.52e-11	 7.22e-12	 0.857	 0.374	 0.948	11000	1000	2	 5919	 5621	 0.857	 3530	 3877	 0.756	Simbad	283.391570	+47.436466
10322582	 5844	  420	 5652	  656	 1.94e-11	 2.14e-12	 0.857	 0.211	 0.989	00100	1110	2	 5747	 5321	 0.939	 5909	 5855	 0.824	Simbad	283.541350	+47.485062
10330495	 5255	  353	 4291	  629	 2.81e-11	 2.14e-12	 0.558	 0.194	 0.599	00000	1110	2	 5251	 4060	 0.492	 5313	 4644	 0.712	Simbad	287.875090	+47.445759
10332789	 6244	  370	 4812	  782	 1.22e-11	 1.82e-12	 0.581	 0.226	 0.456	00000	1110	2	 6160	 4825	 0.619	 6265	 4418	 0.519	Simbad	289.036800	+47.465950
10334122	 6401	  407	 6218	  687	 3.86e-11	 3.03e-12	 0.769	 0.214	 0.700	00010	1110	2	 6307	 6207	 0.751	 6705	 5842	 0.690	Simbad	289.664370	+47.400360
10345862	 5313	  353	 4948	  684	 3.39e-11	 2.49e-12	 0.409	 0.220	 0.789	00000	1100	1	 5278	 4988	 0.465	 5351	 4899	 0.376	Simbad	294.254180	+47.437790
10346522	 5912	  362	 4309	  568	 2.51e-11	 2.10e-12	 1.009	 0.185	 0.732	00000	1100	1	 6141	 4289	 1.269	 5874	 4319	 0.763	Simbad	294.483370	+47.452660
10350225	 6078	  357	 3838	  552	 1.78e-11	 1.88e-12	 1.542	 0.155	 0.847	00000	1111	3	 6100	 3738	 1.638	 6296	 3970	 1.451	Simbad	295.802310	+47.439911
10351767	 6639	  360	 4959	  587	 1.98e-11	 1.99e-12	 0.944	 0.172	 0.897	00000	1110	2	 6720	 4049	 0.984	 6525	 5562	 0.808	Simbad	296.320280	+47.406570
10352603	 6075	  364	 6075	  638	 2.11e-11	 2.07e-12	 0.627	 0.208	 0.973	00000	1110	2	 6015	 6021	 0.585	 6160	 6151	 0.712	Simbad	296.590420	+47.416908
10352938	 6762	  363	 4028	  639	 1.67e-11	 2.10e-12	 0.780	 0.214	 0.700	11010	1100	1	 6774	 3883	 0.867	 6531	 5902	 0.654	Simbad	296.696990	+47.407627
10355671	 5463	  416	 5481	  754	 3.76e-11	 5.67e-12	 0.725	 0.335	 0.981	00000	0100	1	 4716	 5692	 0.547	 5463	 5481	 0.725	Simbad	297.505770	+47.473412
10357852	 6708	  356	 6107	  552	 3.73e-11	 3.04e-12	 0.564	 0.231	 0.904	00000	1100	1	 6658	 6050	 0.521	 6815	 6169	 0.631	Simbad	298.111720	+47.491112
10363300	 5926	  377	 4655	  631	 2.21e-11	 2.60e-12	 0.956	 0.229	 0.783	00000	1100	1	 5961	 4242	 1.028	 5912	 4771	 0.781	Simbad	299.634490	+47.477249
10383620	 7938	  350	 7023	  540	 3.00e-11	 1.65e-12	 0.774	 0.151	 0.891	00101	1100	1	 7928	 7015	 0.797	 7946	 7032	 0.760	Simbad	280.837710	+47.578991
10383696	 5395	  360	 4251	  798	 1.02e-11	 1.74e-12	 0.537	 0.223	 0.693	00000	1100	1	 5402	 4427	 0.553	 5392	 4214	 0.517	Simbad	280.885800	+47.565632
10384962	 5994	  358	 4241	  653	 2.50e-11	 2.01e-12	 0.672	 0.186	 0.453	00000	1110	2	 5987	 4122	 0.670	 5889	 4488	 0.593	Simbad	281.775540	+47.593250
10385682	 5962	  356	 5929	  558	 1.67e-11	 2.18e-12	 0.715	 0.247	 0.988	00000	1100	1	 5922	 5892	 0.690	 6007	 5963	 0.747	Simbad	282.189640	+47.523762
10388897	 5946	  363	 5962	  575	 2.33e-11	 2.47e-12	 0.790	 0.234	 1.005	00000	1110	2	 5967	 5999	 0.752	 5920	 5925	 0.889	Simbad	284.103210	+47.529079
10389809	 6250	  370	 6066	  593	 1.94e-11	 2.52e-12	 0.770	 0.271	 0.991	00000	1100	1	 6267	 5850	 0.945	 6242	 6163	 0.684	Simbad	284.587400	+47.521301
10389982	 6856	  450	10202	 1884	 6.19e-11	 4.50e-12	 0.340	 0.232	 0.865	00000	1000	1	 6856	10202	 0.340	 7384	 6400	 0.787	Simbad	284.669340	+47.577572
10395202	 5752	  357	 5507	  563	 2.27e-11	 2.48e-12	 0.675	 0.249	 0.945	00000	1100	1	 5838	 5546	 0.854	 5691	 5393	 0.581	Simbad	287.505620	+47.561749
10395609	 6859	  363	 6645	  714	 1.99e-11	 2.11e-12	 0.653	 0.218	 0.971	00000	1110	2	 6903	 6838	 0.532	 7038	 6887	 0.778	Simbad	287.729860	+47.597359
10407221	 4412	  354	 4249	  608	 2.55e-11	 3.10e-12	 0.551	 0.302	 0.700	00010	1000	0	 4412	 4249	 0.551	     	     	      	Simbad	292.844480	+47.550419
10417135	10005	  494	 8206	  662	 1.74e-11	 2.30e-12	 1.112	 0.230	 0.963	00000	1100	1	11127	 7959	 1.211	 9390	 8998	 0.869	Simbad	296.477870	+47.554729
10417986	 8193	  350	 8193	  540	 1.33e-10	 5.80e-12	 0.871	 0.173	 1.000	11001	1110	2	 8202	 8200	 0.963	 8197	 8201	 0.780	Simbad	296.748780	+47.543816
10418797	 5712	  356	 5736	  663	 1.67e-11	 2.02e-12	 0.613	 0.230	 0.700	00010	1110	2	 5680	 5708	 0.605	 5749	 5781	 0.597	Simbad	296.957240	+47.553810
10419211	 5818	  378	 5618	  700	 1.49e-11	 1.96e-12	 0.705	 0.224	 0.700	00010	1110	2	 5772	 5562	 0.767	 5809	 5633	 0.759	Simbad	297.079930	+47.597401
10420279	 5686	  356	 5719	  688	 2.25e-11	 2.42e-12	 0.548	 0.250	 0.970	00000	1100	1	 5638	 5983	 0.590	 5714	 5653	 0.514	Simbad	297.380310	+47.545029
10422852	 6272	  677	 5603	 1256	 1.82e-11	 2.97e-12	 0.815	 0.333	 0.700	00010	0100	1	 6160	 6094	 0.700	 6272	 5603	 0.815	Simbad	298.076450	+47.512798
10447902	 5782	  356	 5536	  558	 1.80e-11	 2.29e-12	 0.763	 0.249	 0.954	00000	1100	1	 5806	 5593	 0.696	 5746	 5504	 0.802	Simbad	280.476930	+47.655041
10454401	 5689	  355	 5583	  595	 1.55e-11	 1.94e-12	 0.642	 0.220	 0.952	00000	1110	2	 5648	 5513	 0.539	 5744	 5599	 0.728	Simbad	284.317170	+47.678638
10454725	 8600	 1069	 6176	  640	 1.03e-11	 3.92e-12	 1.605	 0.607	 0.746	00001	1100	1	 9731	 6345	 1.903	 7711	 5658	 0.727	Simbad	284.465240	+47.602650
10462826	 6092	  365	 4665	  748	 2.02e-11	 2.50e-12	 0.505	 0.292	 0.674	00000	1100	1	 6071	 4615	 0.428	 6288	 4713	 0.698	Simbad	288.674770	+47.636028
10464078	 5126	  370	 4929	  721	 2.07e-11	 2.17e-12	 0.619	 0.222	 0.700	00010	1100	1	 5149	 4917	 0.583	 5092	 4937	 0.650	Simbad	289.258210	+47.635319
10464666	 5006	  352	 4951	  598	 5.22e-11	 4.75e-12	 0.634	 0.258	 0.700	00010	1100	1	 5014	 4987	 0.724	 4979	 4873	 0.592	Simbad	289.530090	+47.626221
10480952	 7152	  611	 7128	  720	 4.51e-11	 1.04e-09	 0.784	 0.153	 1.005	11001	1110	2	 7191	 7204	 0.741	 6126	 6192	 0.806	Simbad	295.804630	+47.670906
10480982	 5919	  387	 6254	  725	 1.57e-11	 1.81e-12	 0.570	 0.191	 0.700	00010	1111	3	 5798	 6714	 0.508	 6028	 6033	 0.662	Simbad	295.814540	+47.690350
10481912	 7031	  371	 6967	  741	 5.51e-11	 5.96e-12	 0.668	 0.286	 0.988	00100	1000	1	 7031	 6967	 0.668	 6920	 6701	 0.915	Simbad	296.149690	+47.653221
10483644	 6171	  360	 4308	  655	 2.90e-11	 2.05e-12	 0.737	 0.182	 0.431	00000	1110	2	 6392	 4353	 0.949	 6070	 4248	 0.578	Simbad	296.681700	+47.600342
10485069	 6080	  423	 6447	  875	 1.47e-11	 1.99e-12	 0.605	 0.237	 0.700	00010	1100	1	 6007	 6585	 0.580	 6145	 6325	 0.626	Simbad	297.103490	+47.643570
10485137	 5998	  552	 5469	  883	 6.44e-11	 9.03e-12	 0.895	 0.322	 0.931	00000	1000	1	 5998	 5469	 0.895	 6383	 5968	 0.853	Simbad	297.119780	+47.623970
10485250	 4964	  356	 4743	  640	 1.90e-11	 2.35e-12	 0.609	 0.261	 0.700	00010	1100	1	 4950	 4727	 0.604	 4984	 4760	 0.616	Simbad	297.154420	+47.668701
10486425	 7495	  360	 5916	  643	 4.21e-11	 2.88e-12	 0.462	 0.219	 0.741	00000	1100	1	 7431	 5942	 0.348	 7950	 5909	 0.576	Simbad	297.476750	+47.658981
10487119	 5720	  359	 5649	  579	 1.33e-11	 2.09e-12	 0.764	 0.266	 0.980	00000	1100	1	 5708	 5598	 0.755	 5729	 5690	 0.772	Simbad	297.661290	+47.623940
10489521	 6648	  374	 5374	  842	 1.04e-11	 1.77e-12	 0.698	 0.224	 0.885	00000	1100	1	 6633	 5054	 0.641	 6754	 5624	 0.754	Simbad	298.353270	+47.668880
10490960	 6371	  350	 6265	  540	 2.00e-11	 1.66e-12	 0.783	 0.152	 0.992	00001	1100	1	 6376	 6249	 0.807	 6365	 6285	 0.763	Simbad	298.758540	+47.695580
10491031	 6635	  376	 6679	  630	 2.76e-11	 2.89e-12	 0.705	 0.250	 1.000	11000	1100	1	 6603	 6621	 0.706	 6719	 6741	 0.705	Simbad	298.777160	+47.655403
10491554	 6455	  664	 6202	  974	 1.62e-11	 3.00e-12	 0.753	 0.336	 0.937	00000	0100	1	 6451	 5440	 1.397	 6455	 6202	 0.753	Simbad	298.913330	+47.657871
10514770	 5214	  354	 5184	  581	 1.89e-11	 2.33e-12	 0.790	 0.249	 0.700	00010	1110	2	 5202	 5124	 0.688	 5226	 5147	 0.783	Simbad	281.523800	+47.755341
10518735	 5216	  357	 4928	  581	 1.07e-11	 1.94e-12	 0.712	 0.269	 0.895	00000	1100	1	 5227	 4924	 0.739	 5207	 4931	 0.689	Simbad	283.915650	+47.784569
10528299	 6495	  361	 6405	  565	 2.46e-11	 2.37e-12	 0.677	 0.224	 0.989	00000	1110	2	 6590	 6541	 0.689	 6308	 6246	 0.774	Simbad	288.990510	+47.738281
10535807	 6778	  361	 3868	  602	 2.67e-11	 2.38e-12	 0.711	 0.215	 0.693	00000	1100	1	 6757	 3739	 0.823	 6865	 4808	 0.657	Simbad	292.151670	+47.719501
10544976	14641	  851	 3658	  548	 7.96e-13	 1.77e-12	12.695	 0.150	 0.700	11010	1000	2	14641	 3658	12.695	 5338	 5790	 0.748	Simbad	295.654940	+47.763664
10547209	 7388	  433	 5199	  827	 2.55e-11	 2.57e-12	 0.816	 0.228	 0.768	00000	1100	1	 6741	 5238	 0.857	 7446	 5182	 0.799	Simbad	296.419100	+47.751511
10549576	 9116	  887	 6910	  615	 1.74e-11	 6.27e-12	 1.788	 0.645	 0.731	00001	1100	1	10273	 6994	 1.977	 8644	 6404	 0.722	Simbad	297.118260	+47.741611
10551346	 6104	  396	 5722	  733	 2.74e-11	 2.66e-12	 0.766	 0.221	 0.700	00010	1110	2	 6155	 4815	 0.785	 6095	 5977	 0.740	Simbad	297.619140	+47.767921
10555365	 5580	  493	 5361	 1208	 1.11e-11	 2.49e-12	 0.711	 0.407	 0.700	00010	0100	1	 5637	 5091	 0.838	 5580	 5361	 0.711	Simbad	298.771090	+47.785412
10556068	 8495	  415	 7995	  723	 4.28e-11	 7.29e-12	 0.799	 0.405	 0.946	00000	1000	1	 8495	 7995	 0.799	 9363	 8903	 0.808	Simbad	298.954530	+47.773571
10556578	 5559	  394	 4682	  583	 1.35e-11	 2.86e-12	 1.445	 0.396	 0.939	00001	1100	1	 5765	 4579	 1.518	 5402	 5018	 0.786	Simbad	299.095280	+47.706791
10557008	 4873	  354	 7370	  697	 3.27e-11	 1.78e-12	 0.082	 0.150	 0.976	00100	1100	1	 4846	11618	 0.081	 5306	 5067	 0.740	Simbad	299.220400	+47.726810
10581918	 7371	  361	 3962	  571	 3.96e-11	 2.66e-12	 0.734	 0.188	 0.668	00000	1110	2	 7652	 3766	 0.887	 6215	 4340	 0.462	Simbad	283.043700	+47.804630
10583181	 6764	  374	 5601	  746	 8.68e-11	 8.56e-12	 0.564	 0.286	 0.789	00000	1000	1	 6764	 5601	 0.564	 7255	 5720	 0.738	Simbad	283.766510	+47.818989
10583225	 5253	  351	 5233	  648	 2.97e-11	 2.11e-12	 0.394	 0.210	 0.700	00010	1100	1	 5247	 5160	 0.309	 5321	 5270	 0.571	Simbad	283.789580	+47.806431
10586874	 7103	  357	 3628	  542	 2.20e-11	 2.13e-12	 0.948	 0.176	 0.985	00000	1110	2	 7090	 3561	 0.984	 7318	 7177	 0.766	Simbad	285.777680	+47.815449
10592163	 5715	  358	 5429	  586	 1.83e-11	 2.16e-12	 0.708	 0.235	 0.841	00000	1110	2	 5655	 5329	 0.560	 5783	 5372	 0.671	Simbad	288.553620	+47.867298
10593759	 6400	  356	 6180	  564	 3.09e-11	 2.38e-12	 0.747	 0.198	 0.983	00000	1110	2	 6439	 4377	 0.809	 6392	 6296	 0.914	Simbad	289.261660	+47.815521
10596883	 7229	  676	 9030	 2097	 2.01e-11	 2.66e-12	 0.320	 0.269	 0.968	00001	1100	1	 6888	11846	 0.311	 8044	 7793	 0.758	Simbad	290.548400	+47.802662
10599397	 5540	  438	 5315	  830	 2.45e-11	 3.05e-12	 0.704	 0.267	 0.700	00010	0110	3	 4749	 8191	 0.198	 5441	 5417	 0.694	Simbad	291.636990	+47.832340
10600319	 5074	  353	 5188	  543	 2.41e-11	 2.42e-12	 0.804	 0.222	 1.023	00000	1110	2	 4984	 5154	 0.781	 5109	 5220	 0.779	Simbad	291.993990	+47.897690
10601549	 5678	  353	 3768	  577	 4.46e-11	 3.15e-12	 0.936	 0.180	 0.700	00010	1100	1	 5682	 3705	 0.977	 4954	 5402	 0.748	Simbad	292.479430	+47.834610
10601579	26640	13409	26819	13411	 2.46e-11	 6.77e-12	 0.600	 0.830	 0.900	11000	1000	1	26640	26819	 0.600	26568	26652	 0.769	Simbad	292.491850	+47.835350
10602291	 5738	  368	 7151	  747	 2.17e-11	 1.77e-12	 0.361	 0.179	 0.700	00010	1100	1	 5679	 7701	 0.322	 6004	 6089	 0.655	Simbad	292.782350	+47.800629
10611450	 6563	  482	 6093	  773	 1.83e-11	 2.10e-12	 0.896	 0.212	 0.700	00010	1110	2	 6401	 5855	 0.964	 6673	 6010	 0.839	Simbad	296.124420	+47.830669
10613718	 5237	  352	 5009	  546	 6.02e-11	 3.75e-12	 0.730	 0.197	 0.946	00100	1110	2	 5256	 5035	 0.785	 5231	 4995	 0.621	Simbad	296.825810	+47.877399
10614012	 4950	  430	 4838	  740	 2.69e-10	 2.85e-11	 0.769	 0.279	 0.700	00010	1000	1	 4950	 4838	 0.769	 4874	 5168	 0.682	Simbad	296.928740	+47.882950
